split,sample,node_type,node_idx,true_b,true_h,pred_b_HGT,pred_h_HGT,pred_b_HAN,pred_h_HAN
external_test,sample_7,beam,193,5.0,5.0,37.06382369995117,29.01342391967773,32.264305114746094,25.91166305541992
external_test,sample_7,beam,194,5.0,5.0,37.76498794555664,29.556076049804688,33.39283752441406,26.906902313232425
external_test,sample_7,beam,195,5.0,5.0,37.18188095092773,29.188968658447266,32.13752746582031,25.970762252807617
external_test,sample_7,beam,196,5.0,5.0,38.85928726196289,30.411571502685547,33.17486572265625,26.880186080932617
external_test,sample_7,beam,197,5.0,5.0,38.3680534362793,29.949296951293945,33.16946029663086,26.816606521606445
external_test,sample_7,beam,198,5.0,5.0,37.98190307617188,29.67667961120605,33.180694580078125,26.80842399597168
external_test,sample_7,beam,203,5.0,5.0,51.19400405883789,45.75398635864258,48.56363677978516,42.41339111328125
external_test,sample_7,beam,204,5.0,5.0,51.82115936279297,46.46225738525391,49.23683547973633,42.92581558227539
external_test,sample_7,beam,205,5.0,5.0,52.83346176147461,47.38071441650391,49.94552612304688,43.49571228027344
external_test,sample_7,beam,207,5.0,5.0,53.39402389526367,47.84572219848633,50.57030487060547,44.08042144775391
external_test,sample_7,beam,208,5.0,5.0,53.31087493896485,47.65621566772461,50.45574569702149,43.92617034912109
external_test,sample_7,beam,209,5.0,5.0,36.18387222290039,28.727745056152344,30.668611526489254,24.794809341430664
external_test,sample_7,beam,210,5.0,5.0,36.10652160644531,28.73279190063477,30.475982666015625,24.606239318847656
external_test,sample_7,beam,211,5.0,5.0,36.19407653808594,28.72390365600586,30.531051635742188,24.65035820007324
external_test,sample_7,beam,212,5.0,5.0,36.20504760742188,28.72433090209961,30.514698028564453,24.66482734680176
external_test,sample_7,beam,213,5.0,5.0,36.20108795166016,28.72503089904785,30.549392700195312,24.707475662231445
external_test,sample_7,beam,214,5.0,5.0,36.1522102355957,28.76636505126953,30.418813705444336,24.798046112060547
external_test,sample_7,beam,215,5.0,5.0,36.07846832275391,28.72715377807617,30.36278533935547,24.677385330200195
external_test,sample_7,beam,216,5.0,5.0,36.09790802001953,28.73120880126953,30.301633834838867,24.64899635314941
external_test,sample_7,beam,217,5.0,5.0,36.11635971069336,28.73766326904297,30.291603088378903,24.660892486572266
external_test,sample_7,beam,218,5.0,5.0,36.1376953125,28.7522087097168,30.32186889648437,24.708776473999023
external_test,sample_7,beam,230,5.0,5.0,36.65138244628906,28.777698516845703,32.26892852783203,25.79153060913086
external_test,sample_7,beam,232,5.0,5.0,36.58842086791992,28.75545692443848,31.576610565185547,25.31455993652344
external_test,sample_7,beam,234,5.0,5.0,36.675819396972656,28.773345947265625,31.66683959960937,25.392099380493164
external_test,sample_7,beam,236,5.0,5.0,36.66072845458984,28.77301025390625,31.85879898071289,25.51067924499512
external_test,sample_7,beam,238,5.0,5.0,36.65561294555664,28.774677276611328,32.050498962402344,25.647083282470703
external_test,sample_7,beam,271,5.0,5.0,37.76988983154297,29.2113037109375,37.798126220703125,29.321468353271484
external_test,sample_9,beam,50,10.0,10.0,35.95885467529297,28.782814025878903,34.22562026977539,28.80011367797852
external_test,sample_9,beam,51,10.0,10.0,35.9167366027832,28.81555557250977,35.486656188964844,30.993885040283203
external_test,sample_9,beam,52,10.0,10.0,35.94244384765625,28.79419708251953,34.93196105957031,29.94903945922852
external_test,sample_9,beam,53,10.0,10.0,35.996368408203125,28.77608108520508,34.20417404174805,28.482084274291992
external_test,sample_9,beam,54,10.0,10.0,35.95936584472656,28.78040313720703,34.16424560546875,28.700857162475582
external_test,sample_9,beam,55,10.0,10.0,35.91286087036133,28.80496597290039,35.446563720703125,30.95265388488769
external_test,sample_9,beam,56,10.0,10.0,35.937744140625,28.784852981567383,34.84632873535156,29.87405014038086
external_test,sample_9,beam,57,10.0,10.0,35.989768981933594,28.771636962890625,33.88447570800781,28.204389572143555
external_test,sample_9,beam,58,10.0,10.0,35.95893859863281,28.763336181640625,32.32815170288086,26.37901496887207
external_test,sample_9,beam,59,10.0,10.0,35.87563705444336,28.77572059631348,33.4649772644043,27.84824752807617
